Anon. ID,Age,Gender,Home Region,Home Post Code,Work Region,Work Post Code,Country of Residence,Nationality,Personal Earnings,Household Earnings,Education Level,Relationship Status,Employment Status,Employment Type,Employment Sector,Professional Experience,Parental Status,Home Owner/Renter,Adults in Household,Children in Household,Age and Gender of Child,Role in Household,Pets,Q1_R1,Q1_R2,Q1_R3,Q1_R4,Q1_R5,Q1_R6,Q1_R7,Q2_R1,Q2_R2,Q2_R3,Q2_R4,Q2_R5,Q2_R6,Q2_R7,Q2_R8,Q2_R9_None,Q3_R1,Q3_R2,Q3_R3,Q3_R4,Q3_R5,Q3_R6,Q3_R7,Q3_R8,Q4_R1,Q4_R2,Q4_R3,Q4_R4,Q4_R5,Q4_R6,Q5_R1,Q5_R2,Q5_R3,Q5_R4,Q5_R5,Q5_R6,Q6_R1,Q6_R2,Q6_R3,Q6_R4,Q6_R5,Q6_R6,Q7_R1,Q7_R2,Q7_R3,Q7_R4,Q7_R5,Q7_R6,Q8_R1,Q8_R2,Q8_R3,Q8_R4,Q8_R5,Q8_R6,Q9_R1,Q9_R2,Q9_R3,Q9_R4,Q9_R5,Q9_R6,Q10_R1,Q10_R2,Q10_R3,Q10_R4,Q10_R5,Q10_R6,Q11_R1,Q11_R2,Q11_R3,Q11_R4,Q11_R5,Q11_R6,Q12_R1,Q12_R2,Q12_R3,Q12_R4,Q12_R5,Q12_R6,Q13_R1,Q13_R2,Q13_R3,Q13_R4,Q13_R5,Q13_R6,Q14_R1,Q14_R2,Q14_R3,Q14_R4,Q14_R5,Q14_R6,Q14_R7_None,Q15_R1,Q15_R2,Q15_R3,Q15_R4,Q15_R5,Q15_R6
13697,46,Female,Wales,NP44,Wales,NP20,,United Kingdom,"£30,000 to £34,999","£30,000 to £34,999",Undergraduate Degree: 3 years,"Separate, divorced or widowed",Employed as employee,Employed full-time,Healthcare,None,1+ children under 18,Owned House,2,,Male teen age 16,"Cooking, Cleaning, Laundry, Finances, Healthcare","Cat(s), Dog(s), Fish",,I occasionally read graphs and tables of numbers,,,,,,,Interpreting graphs to spot trends,,,,,,,,less than 1 MB in size,,,,,,,,,,,,I don't want this,,,,,,,I don't know what this is,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,I would like to have,,,,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
9602,25,Male,East Midlands,LE4,East Midlands,LE11,,United Kingdom,"£15,000 to £19,999","£20,000 to £24,999",A Levels,"Single, never married",Employed as employee,Employed part-time,Internet,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",No children/Not pregnant,Rented House,5,,None,"Cooking, Cleaning",Dog(s),,,I frequently read graphs and tables of numbers,,,,,,,,,,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,,less than 100MB in size,,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,,I'm indifferent in having,,
66954,26,Female,East of England,,North East,NE12,,United Kingdom,"Less than £15,000","Less than £15,000",A Levels,Domestic partnership/living with someone,Employed as employee,Employed part-time,Banking/Financial,None,1+ children under 18,Rented House,1,,"Girl under age 1, Boy age 2, Boy age 5","Cooking, Cleaning, Laundry, Finances, Healthcare, Childcare","Dog(s), Fish",,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,less than 1 MB in size,,,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,,,,I don't know what this is
17809,22,Female,South East,SL3,South East,SL3,,United Kingdom,"Less than £15,000","£60,000 to £74,999",A Levels equivalent,Domestic partnership/living with someone,Employed as employee,Employed part-time,Accounting,Administrative (Clerical or Support Staff),"Pregnant or expecting, 1+ children under 18",Owned House,4,,"Boy under age 1, Boy age 4","Cooking, Childcare",I do not have any pets,,,,,I occasionally analyse data for myself or others,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,,,,I never use datasets,I need and use frequently,,,,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,,,,I don't know what this is,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,,I don't know what this is,,,,,I don't want this,,,,,,I don't want this,,,,,,,I don't know what this is,,,,,,,I don't know what this is
1427,28,Female,South East,BN17,South East,,,United Kingdom,"Less than £15,000","£35,000 to £39,999",O Levels or GCSEs,"Single, never married",Employed as employee,Employed full-time,Healthcare,Assistant or Associate,1+ children under 18,Rented House,2,,Girl age 1,"Cooking, Cleaning, Laundry, Finances, Healthcare, Childcare",Cat(s),,,I frequently read graphs and tables of numbers,,,,,,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,"less than 1,000MB (=1GB) in size",,,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
50581,48,Female,North West,,,,,,,"£60,000 to £74,999",A Levels equivalent,,,Employed full-time,Healthcare,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",,,,,Girl under age 1,,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,,,,,,,,less than 1 MB in size,,,,,,,,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,,I don't want this,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,I need and use frequently,,,,,,,,,,,I don't want this,
9622,30,Male,South East,TW9,South East,SW1,,United Kingdom,"£45,000 to £49,999","£45,000 to £49,999",Post Graduate: other/not PhD or MA,"Single, never married",Employed as employee,Employed full-time,Consulting,Analyst,No children/Not pregnant,Rented Flat,3,,None,"Cooking, Cleaning, Laundry, Finances, Healthcare",I do not have any pets,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",Using pivot tables to analyse a dataset,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",Writing my own computer code to analyse data,,,,,,"less than 1,000MB (=1GB) in size",,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I need and use infrequently,,,,
5527,54,Female,North West,CA13,North West,CA15,,United Kingdom,"Less than £15,000","Less than £15,000",Undergraduate Degree: 3 years,"Separate, divorced or widowed",Not employed & not currently looking for work,Temporarily unemployed,Education,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",1+ children over 18,Rented House,2,,Female teen age 17,"Cooking, Cleaning, Laundry, Finances, Healthcare, Childcare",Cat(s),,,,,,I frequently analyse data for myself or others,,,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,"less than 1,000MB (=1GB) in size",,,,,,,I would like to have,,,,,,I would like to have,,,,I need and use frequently,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,I would like to have,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,I would like to have,,,,I need and use frequently,,,,,,,,I would like to have,,,,,I need and use frequently,,,,,
1433,25,Female,South West,BS37,South West,BS37,,United Kingdom,"Less than £15,000","£15,000 to £19,999",Post Graduate: other/not PhD or MA,Married,Homemaker,Full-time homemaker,None,None,"Pregnant or expecting, 1+ children under 18",Living with Parents,3,,Boy age 1,"Cooking, Cleaning, Laundry, Childcare","Small animals or rodents (hamsters, mice, rabbits, ferrets, etc.)",,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,,,,I never use datasets,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,,,I'm indifferent in having,,
91547,22,Male,Yorkshire & Humber,,,,,,,"Less than £15,000",Below O Level or GCSE,,,Employed full-time,None,,,,,,,,,,I occasionally read graphs and tables of numbers,,,,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,less than 1 MB in size,,,,,,,,,,I would like to have,,,,I need and use frequently,,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,,,I'm indifferent in having,,
91548,55,Female,North West,,,,,,,"£20,000 to £24,999",A Levels,,,Employed full-time,Architecture,Administrative (Clerical or Support Staff),1+ children under 18,,,,Male teen age 16,,Dog(s),I never interact with graphs and tables of numbers,,,,,,,,,,,,,,,None,,,,,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,I'm indifferent in having,,
1438,24,Female,London,SE15,London,SE15,,United Kingdom,"£15,000 to £19,999","Less than £15,000",Undergraduate Degree: less than 2 years,"Single, never married",Employed as employee,Employed part-time,Government/Public Sector,Assistant or Associate,1+ children under 18,Rented Flat,2,,"Girl age 1, Boy age 4","Cooking, Cleaning, Laundry, Finances, Healthcare, Childcare","Cat(s), Dog(s), Bird(s), Fish, Amphibians (frogs, toads, etc.), Small animals or rodents (hamsters, mice, rabbits, ferrets, etc.), Reptiles (turtles, snakes, lizards, etc.), Horse(s)",,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,less than 1 MB in size,,,,,,,,,,,I'm indifferent in having,,,,,,,I don't want this,,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,,,I don't want this,,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,,,I'm indifferent in having,,
66976,25,Female,North West,SK11,North West,SK11,,United Kingdom,"£35,000 to £39,999","£15,000 to £19,999",Undergraduate Degree: 3 years,Domestic partnership/living with someone,Employed as employee,Employed full-time,Healthcare,Assistant or Associate,No children/Not pregnant,Owned House,2,,None,"Cooking, Cleaning, Laundry",Dog(s),,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,"less than 10,000MB (=10GB) in size",,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,I would like to have,,,,I need and use frequently,,,,,,,,,I would like to have,,,
9641,39,Male,North West,PR2,North West,BB6,,United Kingdom,"£20,000 to £24,999","£45,000 to £49,999",Post Graduate: other/not PhD or MA,Married,Employed as employee,Employed full-time,Healthcare,Analyst,1+ children under 18,Rented House,2,,"Boy age 4, Girl age 12","Cooking, Cleaning, Finances, Healthcare, Childcare",Cat(s),,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,,,,I never use datasets,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,I would like to have,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,,,I don't want this,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I would like to have,,,
1450,40,Female,South East,ME7,South East,ME7,,United Kingdom,"Less than £15,000","Less than £15,000",O Levels or GCSEs equivalent,"Single, never married",Homemaker,Self-employed part-time,Advertising,Analyst,No children/Not pregnant,Rented Flat,1,,Male teen age 16,"Cooking, Cleaning, Laundry, Finances",Cat(s),,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,,,,,,,,,,,less than 100MB in size,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,I need and use frequently,,,,,
58794,28,Female,London,LU4,London,LU4,,United Kingdom,"Less than £15,000","Less than £15,000",Below O Level or GCSE,Married,Employed as employee,Employed full-time,Accounting,"C-Level (e.g. CEO, CFO), Owner, Partner, President",1+ children over 18,Rented Flat,2,,Boy age 1,Cleaning,Dog(s),,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,,,,,,,,,,less than 10MB in size,,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I need and use infrequently,,,,
66986,20,Female,North West,PR6,North East,,,United Kingdom,"Less than £15,000","£60,000 to £74,999",Undergraduate Degree: 3 years,"Single, never married",Student,Student,None,None,"1+ children under 18, 1+ children over 18",University Residence,4,,None,"Cooking, Cleaning, Laundry",I do not have any pets,,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,,,,"less than 10,000MB (=10GB) in size",,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,,I don't know what this is,I need and use frequently,,,,,,,,,,,I don't know what this is,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,I need and use frequently,,,,,,,,,,I don't want this,,,,,,I'm indifferent in having,,
21932,35,Female,North West,,,,,,,"£25,000 to £29,999",Undergraduate Degree: 4 or more years,Domestic partnership/living with someone,,Full-time homemaker,None,None,1+ children under 18,,,,"Boy age 2, Girl age 4, Female teen age 15",,Cat(s),I never interact with graphs and tables of numbers,,,,,,,Understanding a table of numbers,,,,,,,,,less than 1 MB in size,,,,,,,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,I don't want this,,,,,,,I don't want this,
